2.000000000000000e+00	3.710898880560006e-01	9.553977453717444e-02	
4.000000000000000e+00	4.422236961884555e-01	2.440596640471954e-02	
8.000000000000000e+00	4.604972261865506e-01	6.132436406624364e-03	
1.600000000000000e+01	4.650946458672943e-01	1.535016725880689e-03	
3.200000000000000e+01	4.662457896022591e-01	3.838729909159122e-04	
6.400000000000000e+01	4.665336869263886e-01	9.597566678637426e-05	
1.280000000000000e+02	4.666056682128897e-01	2.399438028533041e-05	
2.560000000000000e+02	4.666236639691317e-01	5.998624043324075e-06	
5.120000000000000e+02	4.666281629353536e-01	1.499657821424361e-06	
1.024000000000000e+03	4.666292876786068e-01	3.749145682241384e-07	
2.048000000000000e+03	4.666295688645267e-01	9.372864834267247e-08	
4.096000000000000e+03	4.666296391610124e-01	2.343216259914627e-08	
8.192000000000000e+03	4.666296567351357e-01	5.858039275885574e-09	
1.638400000000000e+04	4.666296611286658e-01	1.464509236104306e-09	
3.276800000000000e+04	4.666296622270488e-01	3.661261849252639e-10	
6.553600000000000e+04	4.666296625016473e-01	9.152767432851761e-11	
1.310720000000000e+05	4.666296625702892e-01	2.288580436271559e-11	
2.621440000000000e+05	4.666296625874499e-01	5.725142582235776e-12	
5.242880000000000e+05	4.666296625917487e-01	1.426359030887170e-12	
1.048576000000000e+06	4.666296625928048e-01	3.702038675612584e-13	
2.097152000000000e+06	4.666296625930729e-01	1.020850071142831e-13	
4.194304000000000e+06	4.666296625931254e-01	4.957145804951324e-14	
8.388608000000000e+06	4.666296625931709e-01	4.107825191113079e-15	
1.677721600000000e+07	4.666296625931502e-01	2.481348460037225e-14	

f(x) calls			=  33554454
